Unnamed: 0,SARSA,SARSA Lambda,Q-learning,R-Learning
12473,-262.1,-255.84,-242.67,-240.95
12474,-262.46,-255.66,-242.76,-240.86
12475,-262.46,-255.66,-241.61,-241.22
12476,-262.01,-255.57,-241.61,-241.31
12477,-261.56,-254.85,-242.15,-241.49
12478,-262.19,-253.69,-242.24,-244.05
12479,-262.1,-253.64,-243.4,-244.32
12480,-261.65,-253.82,-241.0,-243.74
12481,-261.56,-253.64,-240.82,-243.77
12482,-261.2,-253.46,-241.18,-243.59
12483,-261.11,-254.28,-241.0,-242.98
12484,-261.65,-254.37,-241.9,-243.25
12485,-261.38,-254.19,-241.9,-243.34
12486,-261.11,-254.95,-241.45,-241.96
12487,-261.02,-254.86,-241.54,-241.6
12488,-260.48,-255.67,-241.63,-242.1
12489,-260.84,-256.31,-241.69,-243.74
12490,-260.66,-256.13,-241.6,-243.29
12491,-260.66,-256.49,-241.6,-243.47
12492,-260.57,-256.4,-241.87,-243.65
12493,-260.57,-256.04,-241.96,-243.83
12494,-259.94,-255.77,-242.14,-244.21
12495,-259.76,-254.08,-242.41,-242.31
12496,-261.4,-254.26,-241.87,-243.64
12497,-261.22,-254.71,-241.69,-243.37
12498,-261.76,-254.98,-240.81,-243.55
12499,-261.85,-254.8,-242.86,-243.82
12500,-262.12,-255.34,-242.86,-243.82
12501,-262.57,-255.88,-242.68,-244.27
12502,-262.75,-256.64,-243.53,-244.27
12503,-263.2,-256.91,-243.14,-243.91
12504,-263.11,-255.83,-243.59,-243.83
12505,-265.37,-255.65,-243.95,-243.83
12506,-265.55,-256.73,-244.63,-243.83
12507,-265.64,-256.82,-244.18,-243.74
12508,-265.19,-256.91,-244.0,-243.47
12509,-265.1,-256.19,-244.0,-242.84
12510,-265.28,-256.46,-243.64,-242.75
12511,-266.33,-257.2,-243.46,-242.75
12512,-267.23,-257.11,-243.55,-242.3
12513,-267.86,-257.47,-243.55,-242.94
12514,-267.55,-257.2,-242.91,-243.39
12515,-267.64,-256.39,-242.73,-243.75
12516,-267.82,-256.48,-243.27,-244.02
12517,-267.82,-256.21,-242.91,-244.11
12518,-267.46,-256.48,-244.41,-243.75
12519,-268.18,-258.08,-244.32,-244.38
12520,-267.46,-256.73,-244.67,-243.93
12521,-267.1,-256.55,-244.85,-242.4
12522,-266.74,-256.28,-244.13,-242.76
12523,-266.29,-254.13,-244.49,-242.49
12524,-266.2,-254.67,-244.4,-242.58
12525,-265.48,-254.58,-244.94,-240.65
12526,-265.57,-255.21,-245.03,-240.78
12527,-265.75,-255.12,-245.3,-240.96
12528,-265.48,-254.58,-246.18,-241.05
12529,-265.3,-254.4,-246.45,-240.87
12530,-264.94,-253.95,-246.27,-240.98
12531,-264.76,-253.59,-247.1,-241.07
12532,-265.21,-254.22,-247.97,-241.52
12533,-266.11,-254.34,-248.06,-241.7
12534,-266.2,-254.16,-247.7,-241.88
12535,-266.29,-254.16,-247.88,-241.7
12536,-266.47,-253.8,-248.33,-241.7
12537,-266.38,-254.43,-248.19,-241.61
12538,-265.93,-254.25,-248.19,-242.45
12539,-265.75,-253.71,-249.31,-242.9
12540,-265.93,-253.26,-250.13,-242.28
12541,-266.29,-252.9,-250.94,-242.19
12542,-266.29,-253.26,-250.49,-240.21
12543,-266.02,-252.9,-250.67,-240.21
12544,-265.75,-252.63,-250.58,-240.39
12545,-265.75,-252.27,-250.76,-239.94
12546,-265.39,-252.54,-250.58,-239.67
12547,-265.66,-252.72,-249.16,-239.94
12548,-265.39,-250.32,-249.16,-239.33
12549,-265.12,-250.32,-249.61,-239.24
12550,-265.03,-250.32,-249.34,-239.78
12551,-265.48,-250.5,-249.25,-239.96
12552,-266.02,-250.5,-249.16,-239.33
12553,-265.84,-250.77,-247.96,-239.42
12554,-263.69,-250.59,-248.05,-239.51
12555,-263.96,-249.87,-248.14,-239.39
12556,-263.96,-249.78,-246.73,-239.57
12557,-264.32,-250.51,-246.37,-241.65
12558,-263.87,-250.0,-246.37,-242.19
12559,-263.69,-249.91,-246.01,-242.37
12560,-263.42,-249.82,-245.92,-243.05
12561,-263.6,-247.62,-245.92,-243.23
12562,-263.69,-246.9,-245.92,-243.32
12563,-263.69,-246.99,-245.38,-245.1
12564,-263.33,-247.26,-245.02,-245.1
12565,-263.78,-247.17,-245.2,-243.3
12566,-263.69,-247.08,-244.93,-243.57
12567,-263.78,-247.09,-244.75,-243.57
12568,-264.59,-249.68,-244.66,-241.85
12569,-264.68,-251.66,-244.84,-241.58
12570,-264.77,-251.96,-246.41,-242.03
12571,-265.13,-252.14,-246.41,-241.94
12572,-265.04,-251.81,-246.14,-242.3
12573,-264.5,-252.08,-247.33,-242.21
12574,-264.59,-252.71,-247.42,-242.57
12575,-264.23,-253.07,-248.84,-241.94
12576,-264.68,-252.8,-249.11,-241.67
12577,-264.5,-251.8,-248.48,-241.67
12578,-264.05,-253.14,-246.54,-241.49
12579,-264.05,-253.41,-246.63,-240.95
12580,-264.14,-253.59,-249.03,-241.62
12581,-261.78,-253.5,-247.11,-240.1
12582,-261.96,-254.13,-246.93,-240.1
12583,-262.32,-254.76,-247.02,-239.99
12584,-261.87,-254.4,-246.57,-240.08
12585,-262.14,-254.94,-246.57,-239.81
12586,-262.59,-254.94,-245.71,-241.01
12587,-262.41,-254.76,-245.17,-240.65
12588,-262.41,-253.59,-245.53,-240.65
12589,-262.14,-253.5,-246.07,-240.83
12590,-262.32,-253.5,-246.25,-241.1
12591,-262.59,-252.69,-244.28,-241.37
12592,-262.5,-252.96,-243.83,-241.73
12593,-262.05,-252.96,-244.1,-241.37
12594,-262.05,-252.6,-244.28,-241.46
12595,-262.05,-254.11,-244.1,-242.02
12596,-262.05,-254.65,-244.01,-242.11
12597,-261.87,-254.56,-243.83,-242.74
12598,-261.42,-254.56,-243.23,-242.47
12599,-261.6,-254.65,-242.96,-242.47
12600,-261.51,-254.2,-242.69,-240.92
12601,-261.33,-254.02,-242.69,-238.99
12602,-261.51,-254.11,-242.97,-239.17
12603,-260.88,-254.29,-242.97,-236.9
12604,-261.24,-254.11,-242.34,-237.61
12605,-260.88,-253.84,-241.59,-237.61
12606,-260.43,-255.27,-241.41,-237.34
12607,-259.8,-254.91,-241.41,-237.43
12608,-259.71,-254.1,-240.64,-237.25
12609,-260.43,-254.01,-240.64,-237.88
12610,-260.25,-253.83,-241.0,-237.88
12611,-260.25,-253.92,-240.28,-238.24
12612,-259.53,-252.08,-239.92,-237.79
12613,-259.44,-252.08,-240.1,-238.32
12614,-260.02,-252.71,-241.01,-238.32
12615,-259.57,-253.34,-241.46,-237.87
12616,-259.12,-253.43,-241.1,-237.42
12617,-259.3,-253.34,-240.65,-237.6
12618,-259.84,-253.25,-240.07,-238.05
12619,-259.66,-252.71,-240.25,-237.33
12620,-260.2,-253.7,-240.34,-237.24
12621,-260.29,-254.06,-240.25,-237.13
12622,-259.84,-252.69,-240.88,-236.73
12623,-259.57,-255.18,-241.06,-236.01
12624,-259.84,-254.82,-241.06,-235.92
12625,-260.02,-254.28,-240.16,-237.4
12626,-260.11,-253.56,-239.98,-237.76
12627,-260.02,-253.92,-239.26,-235.37
12628,-260.38,-254.19,-239.26,-235.82
12629,-260.38,-251.87,-239.44,-236.0
12630,-260.83,-251.51,-239.53,-236.09
12631,-261.46,-251.51,-240.82,-234.7
12632,-261.01,-251.51,-241.0,-234.34
12633,-259.84,-251.93,-240.73,-234.16
12634,-258.85,-252.11,-240.46,-234.61
12635,-258.67,-252.11,-239.44,-234.43
12636,-259.03,-252.47,-238.81,-233.68
12637,-259.12,-252.47,-238.68,-233.68
12638,-259.48,-252.92,-238.22,-233.14
12639,-260.29,-253.01,-238.58,-232.87
12640,-260.83,-253.55,-238.22,-233.49
12641,-260.83,-253.82,-237.23,-233.58
12642,-260.83,-254.09,-236.96,-234.93
12643,-261.01,-253.73,-235.16,-235.2
12644,-261.73,-253.73,-235.61,-233.09
12645,-261.73,-253.27,-235.7,-233.18
12646,-262.0,-250.33,-233.87,-233.27
12647,-262.27,-250.51,-235.47,-232.82
12648,-262.81,-252.46,-235.92,-233.92
12649,-262.54,-252.19,-236.19,-234.28
12650,-261.03,-251.98,-236.37,-233.83
12651,-260.76,-252.34,-236.46,-233.83
12652,-260.49,-252.34,-236.55,-234.64
12653,-260.49,-252.34,-237.75,-234.19
12654,-262.91,-252.43,-237.48,-234.55
12655,-262.82,-252.61,-237.57,-237.0
12656,-263.18,-252.7,-239.16,-237.18
12657,-262.55,-252.97,-239.34,-237.27
12658,-262.91,-253.66,-238.98,-235.07
12659,-262.55,-253.84,-238.98,-235.52
12660,-262.28,-253.84,-239.16,-234.98
12661,-262.1,-255.77,-239.25,-234.98
12662,-261.92,-256.04,-239.43,-235.61
12663,-261.74,-256.4,-239.25,-235.79
12664,-261.92,-256.4,-239.34,-235.27
12665,-262.01,-256.76,-239.34,-237.43
12666,-262.01,-256.76,-239.25,-237.16
12667,-262.37,-257.12,-239.79,-237.79
12668,-262.1,-256.49,-239.79,-239.78
12669,-261.83,-255.68,-239.79,-237.62
12670,-261.83,-255.68,-239.61,-236.35
12671,-261.15,-255.5,-239.61,-236.98
12672,-261.33,-255.11,-238.9,-237.07
12673,-261.6,-254.93,-239.26,-236.71
12674,-261.42,-254.48,-238.99,-236.26
12675,-261.24,-254.3,-238.63,-236.98
12676,-260.7,-254.84,-238.18,-236.98
12677,-260.97,-255.84,-238.17,-236.98
12678,-261.24,-255.75,-240.02,-236.62
12679,-261.15,-255.75,-239.84,-236.71
12680,-260.7,-255.84,-238.72,-236.8
12681,-263.15,-255.66,-240.1,-238.2
12682,-263.06,-256.02,-239.92,-238.29
12683,-262.61,-255.26,-239.47,-238.29
12684,-262.52,-255.35,-240.01,-238.47
12685,-262.34,-255.44,-239.83,-238.47
12686,-262.07,-255.71,-240.24,-238.56
12687,-261.98,-256.61,-240.51,-237.81
12688,-262.25,-256.97,-240.6,-237.9
12689,-261.98,-255.36,-240.15,-237.72
12690,-262.07,-254.66,-240.42,-235.82
12691,-261.62,-254.3,-241.76,-235.12
12692,-261.89,-254.57,-242.12,-233.91
12693,-261.53,-254.66,-241.58,-233.82
12694,-261.62,-254.75,-241.31,-233.73
12695,-261.8,-254.84,-241.04,-234.62
12696,-261.44,-254.75,-241.49,-234.89
12697,-261.71,-254.75,-240.54,-233.62
12698,-262.07,-254.48,-242.29,-234.16
12699,-261.8,-254.84,-242.29,-233.89
12700,-261.89,-254.84,-242.65,-235.35
12701,-261.98,-254.75,-242.29,-237.01
12702,-262.07,-254.66,-242.47,-237.19
12703,-262.34,-253.94,-242.56,-239.19
12704,-262.34,-254.39,-240.51,-238.83
12705,-262.79,-254.93,-241.08,-238.38
12706,-262.97,-252.64,-241.62,-236.6
12707,-263.51,-250.92,-242.16,-236.33
12708,-263.33,-251.55,-241.1,-236.69
12709,-262.79,-251.19,-241.01,-236.25
12710,-262.79,-251.1,-240.92,-235.22
12711,-262.88,-251.46,-241.64,-235.13
12712,-262.27,-253.84,-241.73,-235.58
12713,-262.18,-253.3,-240.75,-236.12
12714,-261.82,-253.3,-240.66,-235.76
12715,-262.18,-252.94,-240.17,-234.46
12716,-262.54,-252.58,-240.17,-235.09
12717,-262.36,-252.67,-240.62,-234.46
12718,-262.0,-252.49,-241.11,-234.64
12719,-261.91,-252.85,-240.84,-235.09
12720,-262.18,-253.12,-241.11,-235.18
12721,-262.0,-252.76,-241.11,-236.64
12722,-261.91,-254.04,-240.66,-237.04
12723,-261.91,-253.86,-240.48,-237.31
12724,-262.0,-254.04,-240.57,-236.78
12725,-261.82,-253.86,-241.11,-237.41
12726,-261.91,-253.86,-241.29,-237.41
12727,-261.64,-253.77,-241.92,-239.89
12728,-261.46,-253.77,-241.83,-239.71
12729,-262.0,-256.27,-241.47,-239.26
12730,-261.55,-256.72,-241.65,-239.89
12731,-261.19,-256.26,-241.65,-240.35
12732,-261.55,-256.35,-241.65,-240.31
12733,-261.91,-254.72,-241.92,-240.67
12734,-262.72,-254.72,-241.92,-240.4
12735,-262.39,-255.17,-242.58,-240.58
12736,-262.39,-255.08,-242.4,-241.69
12737,-262.12,-254.38,-242.85,-241.6
12738,-262.21,-253.93,-243.67,-241.96
12739,-261.67,-253.84,-241.59,-242.32
12740,-261.04,-253.39,-241.95,-242.5
12741,-261.4,-253.3,-241.68,-242.05
12742,-260.27,-253.39,-241.49,-242.05
12743,-260.18,-253.93,-243.65,-241.96
12744,-259.55,-254.11,-243.2,-244.25
12745,-259.73,-254.84,-243.11,-244.61
12746,-259.82,-257.69,-244.94,-244.79
12747,-259.19,-257.24,-244.31,-245.15
12748,-259.01,-257.33,-244.22,-245.15
12749,-259.37,-257.6,-243.86,-244.88
12750,-260.34,-257.99,-243.86,-244.97
12751,-260.52,-257.54,-242.84,-244.97
12752,-260.25,-257.54,-242.57,-244.34
12753,-260.97,-257.36,-242.84,-244.79
12754,-261.24,-257.81,-242.57,-245.06
12755,-261.06,-257.9,-242.66,-245.06
12756,-260.43,-257.72,-242.07,-244.88
12757,-260.7,-257.54,-242.34,-244.29
12758,-260.61,-257.63,-242.52,-246.76
12759,-260.61,-256.28,-242.43,-246.67
12760,-260.79,-256.1,-242.43,-246.85
12761,-260.88,-257.0,-242.28,-244.39
12762,-260.97,-256.91,-241.92,-243.94
12763,-261.06,-256.82,-241.37,-243.58
12764,-260.7,-256.28,-242.0,-243.83
12765,-260.07,-255.47,-241.1,-243.83
12766,-260.7,-255.74,-240.5,-244.01
12767,-261.6,-255.38,-240.14,-243.65
12768,-261.15,-255.74,-239.96,-243.56
12769,-261.69,-256.01,-240.05,-245.72
12770,-261.69,-256.19,-240.14,-244.54
12771,-261.56,-255.83,-240.68,-244.36
12772,-261.47,-256.55,-241.84,-244.18
12773,-261.02,-256.91,-241.84,-244.0
12774,-260.84,-256.73,-242.29,-244.36
12775,-261.29,-256.82,-240.84,-244.18
12776,-259.44,-257.0,-241.11,-244.18
12777,-260.16,-256.82,-241.3,-244.54
12778,-259.62,-256.91,-241.57,-243.64
12779,-259.8,-256.82,-241.93,-244.36
12780,-260.16,-256.91,-242.96,-244.45
12781,-260.16,-256.91,-242.38,-244.36
12782,-260.34,-256.37,-242.29,-244.27
12783,-260.34,-256.77,-242.47,-244.63
12784,-260.34,-257.13,-241.84,-244.27
12785,-260.07,-256.59,-241.84,-244.27
12786,-260.34,-256.23,-241.93,-244.09
12787,-260.16,-255.42,-240.09,-245.29
12788,-260.16,-255.24,-239.46,-244.1
12789,-260.16,-256.85,-237.64,-244.28
12790,-260.25,-257.91,-237.46,-246.36
12791,-260.34,-258.09,-238.36,-246.97
12792,-259.8,-257.46,-238.09,-247.55
12793,-260.34,-257.28,-237.82,-247.91
12794,-259.98,-257.1,-237.82,-247.64
12795,-260.16,-257.01,-238.0,-248.0
12796,-260.16,-256.83,-237.64,-247.19
12797,-260.16,-255.4,-238.86,-247.92
12798,-260.07,-255.58,-238.86,-247.02
12799,-260.52,-255.4,-239.04,-247.2
12800,-260.52,-255.22,-238.77,-247.2
12801,-260.52,-255.76,-239.4,-247.38
12802,-260.43,-253.35,-239.04,-246.2
12803,-260.43,-253.62,-239.13,-246.47
12804,-258.46,-253.35,-241.99,-244.24
12805,-258.55,-253.35,-241.99,-244.24
12806,-258.82,-255.82,-241.54,-245.44
12807,-258.19,-257.9,-240.79,-245.35
12808,-258.19,-257.81,-242.62,-245.71
12809,-257.83,-258.08,-242.71,-245.61
12810,-257.65,-258.26,-242.89,-247.09
12811,-257.56,-257.81,-241.34,-246.73
12812,-258.44,-257.63,-241.43,-246.82
12813,-257.99,-257.9,-242.32,-246.91
12814,-258.08,-257.81,-242.32,-246.73
12815,-257.45,-257.9,-242.63,-248.57
12816,-257.18,-257.99,-242.12,-248.21
12817,-257.09,-258.62,-242.03,-248.48
12818,-258.08,-258.62,-242.03,-247.67
12819,-258.08,-258.62,-241.85,-247.94
12820,-257.81,-258.53,-241.4,-247.94
12821,-257.54,-259.16,-241.22,-247.85
12822,-257.72,-257.49,-241.67,-247.4
12823,-258.08,-257.4,-240.46,-247.4
12824,-257.54,-257.04,-240.28,-246.55
12825,-257.72,-257.4,-239.83,-246.1
12826,-257.99,-257.22,-240.19,-243.8
12827,-258.26,-256.95,-240.01,-243.71
12828,-258.26,-257.58,-240.28,-243.53
12829,-258.8,-257.13,-240.1,-243.83
12830,-258.98,-257.85,-240.01,-243.47
12831,-259.16,-258.4,-240.01,-243.86
12832,-259.07,-258.31,-240.01,-243.9
12833,-259.43,-259.31,-239.74,-243.99
12834,-259.43,-259.76,-237.56,-244.35
12835,-259.67,-259.22,-238.46,-244.26
12836,-259.22,-259.08,-237.22,-243.99
12837,-259.4,-259.42,-236.95,-243.9
12838,-259.13,-259.24,-236.95,-241.8
12839,-258.95,-259.42,-238.85,-241.44
12840,-258.77,-259.15,-238.76,-241.53
12841,-258.5,-259.24,-239.48,-239.76
12842,-260.35,-258.97,-239.58,-238.91
12843,-260.71,-257.62,-239.04,-238.82
12844,-260.62,-257.98,-239.4,-238.17
12845,-260.17,-257.89,-238.86,-237.81
12846,-259.81,-257.8,-238.31,-237.99
12847,-259.72,-257.62,-237.85,-237.72
12848,-259.36,-257.89,-237.49,-238.35
12849,-259.36,-257.71,-237.58,-238.26
12850,-259.18,-257.26,-238.3,-236.22
12851,-259.18,-257.35,-239.59,-236.31
12852,-259.63,-257.17,-239.05,-236.22
12853,-259.09,-257.53,-238.69,-235.86
12854,-258.82,-256.84,-238.96,-235.32
12855,-259.18,-256.84,-238.87,-235.23
12856,-259.72,-254.52,-237.4,-235.5
12857,-259.18,-254.88,-237.4,-236.18
12858,-258.82,-255.15,-237.49,-235.73
12859,-259.0,-256.86,-237.76,-235.73
12860,-258.73,-256.68,-237.67,-236.54
12861,-256.25,-256.23,-237.82,-239.27
12862,-256.34,-256.05,-237.82,-237.78
12863,-254.89,-255.69,-238.91,-237.42
12864,-255.34,-255.78,-238.01,-237.69
12865,-255.61,-256.23,-238.82,-235.79
12866,-254.89,-256.14,-236.83,-235.88
12867,-253.63,-256.14,-237.01,-236.06
12868,-253.81,-256.5,-237.64,-235.7
12869,-253.63,-256.59,-237.64,-234.09
12870,-253.18,-256.68,-238.0,-236.27
12871,-253.9,-257.04,-237.28,-235.91
12872,-253.99,-256.23,-237.01,-235.73
12873,-254.26,-255.87,-237.1,-236.27
12874,-254.26,-255.6,-236.83,-235.64
12875,-254.44,-255.87,-238.55,-235.19
12876,-256.74,-255.69,-238.64,-235.28
12877,-256.11,-256.14,-238.64,-235.01
12878,-256.2,-256.41,-238.37,-236.36
12879,-256.02,-255.66,-238.19,-236.18
12880,-255.66,-255.39,-238.19,-236.18
12881,-255.84,-255.57,-237.95,-236.27
12882,-255.48,-255.48,-238.13,-235.91
12883,-255.57,-255.57,-237.36,-235.82
12884,-256.11,-255.12,-237.9,-236.54
12885,-256.2,-255.66,-237.99,-236.81
12886,-256.02,-256.2,-238.62,-236.99
12887,-256.2,-256.29,-240.1,-237.17
12888,-256.47,-257.1,-240.55,-238.27
12889,-256.4,-257.1,-243.0,-237.64
12890,-255.45,-257.1,-240.3,-237.82
12891,-255.36,-256.92,-240.21,-237.64
12892,-256.35,-257.23,-238.11,-237.35
12893,-256.08,-257.14,-238.65,-237.35
12894,-256.53,-257.23,-239.01,-235.32
12895,-256.26,-257.23,-239.73,-235.14
12896,-256.26,-257.23,-239.64,-235.59
12897,-256.35,-258.3,-239.37,-235.5
12898,-256.53,-258.03,-239.28,-236.13
12899,-256.08,-258.03,-237.65,-235.86
12900,-255.65,-258.66,-238.01,-235.59
12901,-255.65,-258.57,-238.19,-235.59
12902,-255.65,-261.34,-238.64,-236.59
12903,-256.01,-261.07,-238.19,-237.04
12904,-257.98,-261.52,-237.74,-239.36
12905,-257.52,-261.61,-235.79,-239.27
12906,-257.16,-261.25,-235.7,-240.75
12907,-257.7,-260.8,-235.64,-241.02
12908,-258.15,-260.98,-235.73,-240.66
12909,-258.15,-260.98,-235.82,-240.84
12910,-258.15,-261.43,-233.54,-240.21
12911,-257.88,-261.79,-235.09,-240.84
12912,-258.15,-261.52,-234.91,-240.84
12913,-258.6,-262.15,-235.09,-240.48
12914,-258.15,-261.88,-234.91,-240.66
12915,-258.69,-260.11,-235.27,-239.1
12916,-258.87,-259.66,-235.96,-239.28
12917,-258.87,-258.67,-234.27,-239.46
12918,-257.61,-258.58,-234.0,-239.73
12919,-257.79,-258.49,-232.97,-237.11
12920,-258.15,-258.76,-233.6,-236.84
12921,-258.69,-258.22,-233.6,-237.56
12922,-258.42,-259.89,-231.94,-237.65
12923,-258.24,-260.16,-232.7,-237.47
12924,-258.69,-259.89,-232.34,-237.33
12925,-257.49,-258.7,-232.79,-237.6
12926,-257.4,-258.79,-232.1,-239.63
12927,-257.04,-259.15,-231.92,-239.63
12928,-257.4,-258.52,-231.56,-239.9
12929,-256.32,-258.97,-231.65,-240.23
12930,-256.32,-258.52,-231.65,-240.41
12931,-256.32,-258.79,-231.74,-240.95
12932,-256.32,-258.43,-231.92,-240.95
12933,-256.23,-258.52,-232.37,-241.13
12934,-256.14,-258.07,-234.64,-240.59
12935,-256.5,-258.52,-233.74,-240.14
12936,-256.18,-258.75,-235.61,-240.14
12937,-256.0,-258.66,-235.61,-240.5
12938,-256.09,-257.13,-233.99,-240.86
12939,-256.45,-257.67,-233.63,-240.77
12940,-256.63,-258.12,-234.08,-241.13
12941,-256.54,-257.76,-233.72,-242.66
12942,-256.45,-257.64,-233.9,-243.78
12943,-256.63,-258.18,-234.35,-242.03
12944,-257.26,-257.46,-234.35,-242.41
12945,-257.62,-257.46,-235.34,-242.59
12946,-258.16,-257.55,-235.89,-242.59
12947,-258.61,-257.91,-236.35,-242.59
12948,-258.88,-258.45,-236.26,-240.61
12949,-258.61,-258.63,-236.17,-240.61
12950,-258.88,-258.63,-235.99,-242.83
12951,-259.51,-258.72,-235.45,-243.19
12952,-259.51,-258.99,-236.44,-241.73
12953,-259.33,-258.72,-236.53,-241.73
12954,-258.88,-258.87,-236.53,-241.91
12955,-258.79,-259.32,-236.17,-241.4
12956,-258.16,-261.37,-238.05,-239.68
12957,-258.79,-261.01,-237.96,-239.5
12958,-258.79,-261.01,-238.05,-239.23
12959,-258.7,-260.74,-237.96,-239.68
12960,-258.79,-261.46,-235.93,-238.78
12961,-260.91,-261.19,-236.29,-238.69
12962,-260.64,-261.1,-236.02,-239.36
12963,-262.54,-261.82,-236.11,-239.36
12964,-261.59,-261.46,-236.38,-239.9
12965,-261.59,-261.55,-236.29,-239.39
12966,-262.4,-261.82,-239.33,-239.21
12967,-261.95,-262.36,-239.78,-238.94
12968,-262.22,-261.37,-239.51,-239.03
12969,-262.31,-261.37,-238.91,-239.44
12970,-262.58,-261.19,-238.46,-238.99
12971,-262.4,-260.74,-238.82,-239.08
12972,-262.49,-260.56,-239.09,-239.17
12973,-262.13,-261.19,-238.91,-238.99
12974,-262.4,-261.28,-238.91,-239.44
12975,-262.22,-261.01,-238.64,-239.71
12976,-261.77,-260.56,-238.82,-239.53
12977,-261.23,-260.56,-238.57,-239.44
12978,-261.41,-260.56,-236.63,-238.99
12979,-261.23,-261.22,-236.54,-238.81
12980,-261.68,-261.13,-236.99,-238.72
12981,-262.13,-261.22,-237.99,-238.99
12982,-262.31,-261.31,-237.99,-239.26
12983,-262.76,-261.04,-238.94,-238.61
12984,-262.13,-260.95,-238.4,-237.98
12985,-262.04,-260.14,-238.4,-237.89
12986,-261.95,-259.87,-237.86,-237.89
12987,-262.04,-260.23,-238.31,-237.53
12988,-261.5,-259.69,-238.13,-237.62
12989,-261.66,-260.32,-237.77,-238.07
12990,-262.07,-260.86,-240.38,-237.71
12991,-262.61,-260.95,-240.29,-237.53
12992,-261.98,-261.45,-242.25,-238.45
12993,-262.25,-261.72,-242.16,-238.36
12994,-262.61,-261.9,-242.61,-240.75
12995,-262.61,-259.49,-242.25,-241.2
12996,-262.42,-258.95,-240.54,-240.15
12997,-262.24,-259.22,-240.72,-240.06
12998,-262.06,-259.85,-241.26,-240.33
12999,-261.97,-259.76,-243.07,-240.69
13000,-262.22,-259.49,-242.8,-238.41
13001,-262.31,-259.22,-242.26,-238.5
13002,-263.3,-259.4,-241.81,-238.68
13003,-262.85,-259.31,-242.17,-237.09
13004,-262.67,-258.39,-242.26,-237.36
13005,-263.31,-257.94,-244.66,-237.45
13006,-264.03,-258.3,-244.75,-236.82
13007,-264.03,-258.66,-245.02,-236.91
13008,-263.76,-258.66,-245.02,-235.05
13009,-263.76,-258.93,-244.84,-235.14
13010,-263.85,-258.75,-246.94,-235.41
13011,-263.76,-258.39,-246.31,-235.14
13012,-263.04,-258.57,-246.4,-233.73
13013,-263.22,-258.39,-246.76,-233.64
13014,-263.58,-258.3,-246.94,-233.73
13015,-263.4,-259.98,-246.76,-234.93
13016,-263.76,-260.16,-246.94,-235.11
13017,-263.13,-260.43,-248.9,-235.47
13018,-263.31,-260.43,-248.9,-235.47
13019,-262.86,-260.61,-250.02,-237.46
13020,-262.68,-260.52,-249.57,-237.73
13021,-262.5,-260.43,-248.34,-237.55
13022,-262.86,-260.7,-249.55,-237.64
13023,-263.04,-260.61,-250.27,-237.82
13024,-262.86,-261.6,-250.72,-239.61
13025,-263.97,-262.61,-250.54,-239.52
13026,-263.79,-262.88,-251.05,-238.9
13027,-263.79,-263.06,-250.78,-238.36
13028,-263.43,-263.33,-251.41,-237.82
13029,-263.52,-263.51,-251.5,-237.73
13030,-263.61,-263.42,-249.3,-237.28
13031,-263.16,-263.42,-247.23,-237.01
13032,-263.52,-263.69,-247.05,-237.55
13033,-263.07,-263.69,-246.87,-236.02
13034,-262.71,-263.87,-247.23,-234.5
13035,-262.35,-263.51,-247.59,-235.04
13036,-262.94,-263.6,-247.59,-234.95
13037,-263.21,-264.32,-247.86,-234.95
13038,-263.21,-266.84,-249.12,-235.46
13039,-262.76,-265.94,-248.28,-235.73
13040,-263.12,-265.85,-247.92,-235.01
13041,-261.18,-266.12,-247.92,-235.79
13042,-261.09,-266.6,-247.74,-235.34
13043,-260.91,-266.69,-247.2,-237.05
13044,-260.55,-266.6,-246.93,-237.05
13045,-260.82,-266.42,-246.75,-237.23
13046,-260.01,-266.42,-246.66,-237.5
13047,-260.01,-265.88,-246.66,-236.75
13048,-260.19,-264.89,-244.48,-238.28
13049,-260.28,-264.62,-244.21,-238.46
13050,-260.28,-264.8,-244.03,-238.46
13051,-259.29,-264.8,-243.96,-237.27
13052,-259.2,-264.89,-241.18,-238.73
13053,-259.56,-265.79,-240.78,-239.0
13054,-259.74,-266.06,-240.96,-239.0
13055,-259.47,-265.43,-241.05,-239.96
13056,-259.74,-264.3,-241.41,-241.77
13057,-259.29,-264.66,-241.05,-241.68
13058,-259.29,-264.57,-240.78,-241.95
13059,-259.56,-264.21,-240.6,-241.05
13060,-260.28,-264.03,-242.63,-241.05
13061,-260.82,-264.39,-242.63,-240.96
13062,-261.18,-264.3,-243.62,-241.69
13063,-260.91,-263.85,-243.26,-241.6
13064,-259.25,-263.94,-243.62,-239.58
13065,-259.34,-263.67,-243.8,-241.54
13066,-258.53,-263.4,-243.53,-241.72
13067,-259.07,-263.04,-242.83,-241.45
13068,-258.98,-263.31,-242.38,-241.63
13069,-258.89,-263.58,-242.8,-243.01
13070,-259.61,-263.58,-242.81,-243.64
13071,-259.25,-262.49,-242.99,-243.16
13072,-259.34,-263.03,-240.62,-243.7
13073,-259.7,-262.49,-240.35,-243.97
13074,-259.7,-262.58,-240.53,-243.97
13075,-259.7,-262.49,-240.44,-244.24
13076,-259.61,-262.56,-240.71,-244.33
13077,-259.79,-263.01,-241.41,-244.69
13078,-259.7,-262.56,-243.62,-244.69
13079,-260.69,-262.38,-242.82,-244.33
