Unnamed: 0,SARSA,SARSA Lambda,Q-learning,R-Learning
2018,-586.03,-583.32,-580.03,-577.23
2019,-585.4,-586.25,-575.72,-576.24
2020,-584.77,-587.06,-576.08,-576.33
2021,-584.05,-586.43,-575.36,-576.15
2022,-583.06,-586.7,-578.2,-575.79
2023,-581.98,-586.52,-577.48,-575.61
2024,-581.89,-585.35,-576.85,-572.99
2025,-580.81,-584.72,-576.13,-572.78
2026,-581.71,-585.26,-577.57,-572.69
2027,-581.44,-585.89,-576.13,-572.24
2028,-579.93,-586.16,-574.07,-572.15
2029,-576.45,-585.53,-574.34,-571.16
2030,-575.73,-585.17,-573.26,-570.62
2031,-574.74,-585.98,-573.62,-569.78
2032,-575.28,-587.15,-573.35,-570.14
2033,-574.29,-587.24,-572.45,-569.87
2034,-574.74,-585.98,-571.55,-569.96
2035,-574.38,-586.79,-572.63,-569.87
2036,-574.92,-585.71,-572.72,-570.59
2037,-576.27,-585.53,-572.72,-570.86
2038,-575.82,-585.53,-573.26,-571.58
2039,-576.18,-584.99,-574.07,-572.53
2040,-576.99,-584.63,-573.53,-571.54
2041,-577.89,-583.73,-570.33,-571.9
2042,-578.25,-583.64,-569.79,-571.9
2043,-576.06,-583.46,-568.8,-575.44
2044,-576.33,-583.37,-568.62,-575.53
2045,-575.43,-584.27,-570.1,-575.8
2046,-573.64,-583.55,-575.72,-575.26
2047,-574.0,-582.56,-576.71,-575.8
2048,-574.81,-582.29,-575.0,-575.89
2049,-575.53,-582.92,-574.1,-576.16
2050,-575.26,-583.19,-573.74,-576.16
2051,-574.81,-583.55,-574.46,-575.26
2052,-574.81,-583.82,-573.83,-575.08
2053,-573.82,-583.55,-574.46,-574.81
2054,-573.37,-582.56,-569.04,-573.82
2055,-572.2,-579.76,-570.03,-574.54
2056,-571.66,-578.95,-569.94,-574.09
2057,-572.47,-579.4,-569.31,-573.82
2058,-573.19,-582.88,-569.58,-574.45
2059,-572.65,-582.97,-567.35,-574.09
2060,-573.82,-583.96,-564.62,-573.64
2061,-568.16,-579.0,-564.8,-572.65
2062,-568.52,-578.46,-563.63,-573.19
2063,-568.34,-577.11,-564.8,-573.19
2064,-566.45,-577.83,-568.48,-573.91
2065,-566.63,-576.75,-572.38,-574.0
2066,-563.25,-576.93,-571.03,-575.08
2067,-562.44,-577.38,-572.11,-574.45
2068,-561.72,-578.19,-572.38,-574.36
2069,-562.62,-579.79,-571.93,-574.27
2070,-564.42,-579.43,-571.21,-574.09
2071,-563.34,-578.62,-571.03,-574.63
2072,-562.8,-577.99,-570.13,-575.08
2073,-563.07,-577.63,-570.4,-575.26
2074,-562.26,-574.43,-571.39,-574.81
2075,-562.71,-574.88,-573.29,-574.27
2076,-561.72,-574.79,-573.38,-574.09
2077,-562.35,-575.06,-572.66,-574.09
2078,-562.17,-575.42,-573.11,-573.28
2079,-562.44,-574.79,-577.21,-573.28
2080,-561.54,-573.53,-576.58,-573.37
2081,-562.17,-573.71,-576.4,-572.29
2082,-562.62,-575.51,-574.96,-571.93
2083,-565.47,-576.23,-576.71,-571.75
2084,-567.18,-575.96,-576.89,-572.92
2085,-568.17,-576.86,-575.72,-572.74
2086,-568.53,-575.96,-576.44,-575.74
2087,-569.52,-578.39,-577.43,-575.74
2088,-567.99,-578.66,-578.96,-575.56
2089,-567.81,-578.3,-579.59,-575.2
2090,-568.26,-579.94,-580.04,-574.03
2091,-566.45,-579.04,-580.85,-572.5
2092,-562.96,-578.41,-580.85,-573.85
2093,-561.7,-577.78,-580.22,-572.77
2094,-561.88,-578.05,-579.77,-576.34
2095,-562.69,-577.51,-579.5,-577.36
2096,-562.51,-579.47,-578.78,-576.28
2097,-562.51,-580.73,-579.86,-576.28
2098,-562.51,-580.64,-579.14,-576.55
2099,-565.91,-583.55,-579.5,-577.27
2100,-566.45,-583.64,-579.59,-577.99
2101,-564.83,-582.33,-581.18,-575.18
2102,-564.74,-581.79,-580.37,-574.46
2103,-564.92,-583.86,-579.11,-573.38
2104,-565.19,-583.95,-578.39,-572.93
2105,-565.28,-584.58,-579.74,-573.02
2106,-565.91,-588.5,-580.64,-572.03
2107,-565.91,-587.78,-580.73,-572.48
2108,-566.9,-587.69,-580.64,-573.29
2109,-566.9,-587.06,-581.18,-574.91
2110,-565.82,-587.78,-581.72,-575.45
2111,-565.55,-587.69,-580.55,-571.62
2112,-566.27,-586.16,-580.01,-570.9
2113,-565.19,-586.34,-580.82,-571.08
2114,-566.09,-586.25,-581.45,-572.79
2115,-566.54,-586.43,-579.74,-573.69
2116,-567.26,-587.69,-578.93,-578.45
2117,-568.72,-581.64,-578.12,-579.8
2118,-568.63,-581.82,-579.02,-579.08
2119,-568.54,-581.46,-583.69,-580.61
2120,-568.54,-580.56,-582.88,-580.61
2121,-567.37,-580.29,-582.07,-580.88
2122,-568.72,-580.74,-583.78,-580.7
2123,-568.45,-580.65,-583.24,-580.34
2124,-568.18,-581.37,-582.79,-582.51
2125,-568.09,-581.46,-582.88,-581.82
2126,-566.56,-577.29,-582.07,-581.64
2127,-567.73,-576.48,-583.78,-580.92
2128,-569.33,-575.94,-585.75,-581.1
2129,-573.44,-575.22,-585.3,-582.54
2130,-572.0,-575.22,-585.39,-582.45
2131,-572.63,-574.23,-583.95,-581.53
2132,-572.99,-572.52,-583.23,-582.07
2133,-574.16,-571.62,-583.5,-581.89
2134,-574.25,-571.53,-582.96,-582.16
2135,-573.44,-571.44,-581.34,-582.52
2136,-572.9,-571.8,-579.86,-583.15
2137,-572.18,-572.34,-579.05,-582.88
2138,-573.08,-572.43,-578.69,-579.79
2139,-572.9,-573.6,-579.23,-579.29
2140,-572.0,-573.87,-579.05,-580.37
2141,-571.46,-574.23,-582.61,-580.46
2142,-571.1,-572.66,-583.96,-579.2
2143,-572.57,-572.84,-583.15,-580.1
2144,-572.57,-573.65,-584.5,-580.28
2145,-567.54,-573.11,-583.51,-580.46
2146,-568.79,-573.29,-581.8,-580.73
2147,-567.35,-574.46,-581.35,-579.02
2148,-566.99,-573.56,-581.71,-579.11
2149,-567.89,-572.84,-581.62,-578.66
2150,-567.62,-573.47,-582.25,-578.12
2151,-566.13,-571.33,-578.78,-577.94
2152,-566.22,-570.88,-579.23,-578.39
2153,-566.67,-570.7,-575.66,-578.03
2154,-567.39,-570.25,-580.9,-578.75
2155,-567.84,-571.43,-579.55,-578.03
2156,-567.93,-572.24,-580.99,-578.21
2157,-568.02,-572.42,-582.25,-578.48
2158,-567.93,-572.78,-579.93,-579.41
2159,-565.47,-572.87,-580.53,-578.96
2160,-564.48,-573.05,-583.8,-580.04
2161,-570.5,-578.1,-583.26,-580.67
2162,-569.87,-574.82,-583.44,-581.12
2163,-569.51,-574.82,-582.99,-580.58
2164,-570.05,-573.65,-579.99,-581.66
2165,-568.25,-574.19,-579.18,-581.66
2166,-572.71,-575.0,-579.18,-582.02
2167,-573.43,-573.56,-577.56,-582.74
2168,-574.69,-573.29,-576.93,-582.23
2169,-574.78,-573.2,-575.76,-584.57
2170,-573.16,-573.2,-572.38,-584.3
2171,-574.96,-574.46,-571.75,-584.03
2172,-576.22,-574.46,-571.93,-585.11
2173,-575.59,-574.82,-571.21,-583.76
2174,-575.5,-577.48,-571.3,-584.57
2175,-575.05,-577.48,-570.94,-584.48
2176,-575.41,-577.3,-570.13,-584.93
2177,-574.87,-578.02,-569.5,-584.48
2178,-574.33,-576.49,-568.33,-585.92
2179,-574.33,-576.04,-564.63,-586.82
2180,-573.61,-577.84,-564.0,-582.93
2181,-573.43,-575.24,-563.64,-583.29
2182,-573.07,-573.89,-562.47,-582.84
2183,-573.53,-572.81,-562.56,-582.36
2184,-573.44,-572.81,-561.75,-581.64
2185,-572.99,-572.18,-562.65,-581.19
2186,-572.81,-572.36,-562.02,-581.64
2187,-571.91,-571.64,-561.57,-581.82
2188,-572.16,-570.2,-561.21,-578.75
2189,-571.89,-570.2,-561.93,-577.22
2190,-571.08,-569.66,-561.03,-576.68
2191,-573.88,-570.74,-560.67,-576.41
2192,-576.47,-570.11,-560.4,-574.43
2193,-577.28,-571.28,-560.76,-574.97
2194,-577.64,-570.92,-559.95,-574.7
2195,-576.29,-570.92,-559.86,-574.16
2196,-575.66,-571.64,-560.22,-574.61
2197,-576.2,-570.47,-560.13,-575.15
2198,-575.87,-571.55,-560.04,-574.88
2199,-575.15,-571.91,-558.42,-573.44
2200,-573.35,-572.54,-558.24,-572.45
2201,-574.61,-572.59,-557.43,-575.08
2202,-573.89,-571.33,-558.96,-575.17
2203,-574.52,-570.07,-559.23,-576.07
2204,-573.98,-569.71,-559.05,-576.25
2205,-573.53,-568.72,-558.33,-576.16
2206,-573.35,-568.09,-557.07,-576.88
2207,-572.45,-568.27,-557.88,-576.34
2208,-571.1,-563.67,-557.34,-576.7
2209,-571.19,-563.65,-556.8,-575.71
2210,-572.54,-563.65,-557.25,-575.62
2211,-572.9,-562.3,-557.88,-579.0
2212,-572.99,-562.75,-558.51,-578.82
2213,-573.35,-564.19,-558.24,-577.47
2214,-571.15,-564.01,-558.24,-576.3
2215,-572.32,-561.67,-559.32,-576.03
2216,-571.42,-561.58,-559.05,-575.31
2217,-571.69,-567.63,-559.41,-574.41
2218,-567.36,-568.62,-560.04,-574.14
2219,-567.72,-568.8,-560.31,-572.52
2220,-567.36,-568.89,-561.12,-572.97
2221,-563.92,-568.98,-560.85,-573.33
2222,-563.02,-568.44,-559.77,-572.97
2223,-563.2,-567.63,-559.68,-573.24
2224,-561.78,-566.82,-561.75,-573.33
2225,-562.59,-567.09,-561.12,-573.6
2226,-562.11,-570.72,-560.13,-573.42
2227,-558.87,-571.17,-559.68,-573.69
2228,-558.15,-571.08,-558.96,-573.87
2229,-557.97,-571.17,-559.41,-573.06
2230,-558.87,-571.71,-554.19,-573.6
2231,-559.14,-571.08,-552.33,-576.17
2232,-558.33,-571.44,-552.69,-575.45
2233,-557.7,-572.25,-552.6,-574.55
2234,-556.71,-572.97,-553.32,-575.0
2235,-557.34,-574.23,-553.41,-574.19
2236,-557.43,-573.87,-554.8,-573.29
2237,-557.7,-573.33,-554.98,-573.11
2238,-557.7,-573.06,-554.35,-576.65
2239,-557.7,-573.78,-552.91,-576.74
2240,-559.23,-573.6,-552.64,-576.2
2241,-559.5,-574.05,-552.91,-576.38
2242,-558.96,-574.06,-552.28,-576.65
2243,-558.51,-573.7,-553.45,-577.37
2244,-558.69,-572.98,-552.64,-573.96
2245,-563.36,-572.26,-552.16,-574.23
2246,-563.99,-572.35,-553.15,-573.33
2247,-564.53,-571.0,-552.79,-574.41
2248,-564.08,-570.19,-552.79,-574.14
2249,-564.08,-569.56,-553.42,-574.95
2250,-565.25,-568.48,-552.79,-575.22
2251,-566.56,-571.16,-550.78,-575.04
2252,-566.56,-571.52,-552.22,-574.68
2253,-566.92,-571.79,-555.43,-574.77
2254,-566.47,-571.79,-555.52,-572.59
2255,-565.93,-572.87,-556.51,-572.77
2256,-564.52,-571.97,-554.0,-572.14
2257,-564.88,-571.16,-552.38,-571.51
2258,-564.07,-570.98,-554.52,-570.13
2259,-565.38,-570.53,-555.61,-569.41
2260,-565.47,-569.99,-555.88,-568.33
2261,-565.2,-570.08,-554.71,-567.52
2262,-566.37,-574.08,-554.44,-565.81
2263,-565.65,-573.99,-553.54,-566.44
2264,-562.45,-574.44,-556.0,-564.55
2265,-564.52,-574.53,-556.72,-564.19
2266,-563.62,-573.81,-557.17,-564.1
2267,-562.99,-574.71,-558.07,-563.47
2268,-562.0,-574.53,-558.07,-564.07
2269,-562.09,-574.35,-558.7,-561.91
2270,-562.09,-573.99,-563.52,-562.63
2271,-561.73,-573.9,-563.7,-562.81
2272,-561.19,-573.81,-564.33,-561.91
2273,-560.74,-573.27,-564.6,-562.72
2274,-560.92,-573.27,-562.39,-562.45
2275,-560.74,-573.36,-562.21,-558.64
2276,-561.19,-572.73,-563.2,-557.92
2277,-560.74,-572.55,-563.74,-558.73
2278,-557.77,-573.99,-564.19,-557.92
2279,-557.41,-573.99,-567.89,-557.65
2280,-556.82,-570.17,-568.34,-561.45
2281,-556.64,-572.68,-567.71,-561.18
2282,-555.56,-572.86,-567.89,-561.45
2283,-555.47,-573.4,-567.98,-562.92
2284,-554.75,-569.88,-568.43,-562.65
2285,-554.75,-570.33,-568.16,-562.47
2286,-554.39,-570.51,-566.63,-562.11
2287,-554.39,-570.6,-567.44,-562.11
2288,-555.22,-571.77,-567.35,-564.73
2289,-555.49,-571.5,-565.91,-564.92
2290,-555.4,-571.77,-566.81,-564.65
2291,-554.5,-571.41,-566.63,-562.94
2292,-554.68,-571.32,-566.45,-563.84
2293,-554.23,-570.15,-566.36,-564.2
2294,-553.51,-569.7,-566.09,-563.84
2295,-553.96,-569.61,-565.82,-563.84
2296,-555.13,-564.59,-565.01,-564.65
2297,-554.41,-564.77,-563.93,-564.11
2298,-553.93,-563.78,-564.02,-564.65
2299,-549.37,-563.78,-564.74,-564.38
2300,-550.27,-562.97,-565.46,-562.44
2301,-550.9,-563.96,-566.36,-562.89
2302,-551.17,-564.32,-564.65,-563.16
2303,-551.26,-564.14,-564.11,-562.8
2304,-551.98,-564.5,-564.65,-562.8
2305,-552.7,-564.68,-564.11,-562.62
2306,-552.52,-561.49,-564.11,-561.0
2307,-554.5,-560.14,-561.59,-561.36
2308,-554.68,-564.92,-561.23,-562.53
2309,-554.68,-564.85,-561.77,-562.8
2310,-549.53,-564.85,-560.6,-563.61
2311,-549.71,-565.12,-560.47,-563.79
2312,-549.17,-564.76,-559.75,-565.77
2313,-550.25,-563.5,-558.94,-566.58
2314,-552.81,-564.49,-558.49,-567.48
2315,-551.64,-561.82,-556.87,-566.76
2316,-551.37,-562.0,-557.32,-566.49
2317,-552.63,-561.73,-556.78,-567.03
2318,-557.95,-561.91,-556.06,-566.13
2319,-557.5,-560.92,-556.69,-567.84
2320,-558.4,-560.65,-556.15,-567.3
2321,-562.2,-560.65,-556.87,-566.76
2322,-562.29,-559.75,-555.97,-567.84
2323,-563.1,-560.83,-556.15,-568.38
2324,-564.07,-560.74,-554.53,-568.02
2325,-564.79,-560.29,-555.43,-568.02
2326,-560.19,-560.02,-555.79,-567.12
2327,-561.63,-560.02,-555.88,-566.58
2328,-562.08,-559.84,-556.42,-565.77
2329,-561.99,-556.04,-555.7,-566.31
2330,-561.87,-554.87,-561.19,-565.14
2331,-561.24,-554.6,-563.23,-559.95
2332,-561.69,-554.69,-562.87,-559.77
2333,-561.87,-553.34,-563.05,-561.12
2334,-561.87,-553.07,-562.96,-560.76
2335,-560.97,-552.89,-563.14,-561.12
2336,-560.7,-553.43,-562.87,-560.58
2337,-560.16,-552.89,-563.41,-560.76
2338,-558.54,-553.43,-563.77,-558.95
2339,-557.28,-552.17,-564.94,-559.13
2340,-556.65,-552.35,-565.84,-553.89
2341,-554.85,-551.9,-563.92,-553.98
2342,-553.8,-553.55,-564.55,-554.52
2343,-555.15,-553.28,-563.83,-553.35
2344,-555.06,-552.92,-564.01,-555.95
2345,-555.42,-552.2,-560.8,-554.87
2346,-554.43,-552.11,-559.9,-555.68
2347,-554.25,-552.56,-555.93,-555.86
2348,-554.43,-553.19,-555.48,-556.49
2349,-550.18,-553.91,-556.74,-556.58
2350,-549.55,-553.28,-556.92,-557.12
2351,-550.45,-552.92,-561.86,-556.13
2352,-551.08,-552.47,-559.61,-556.04
2353,-550.54,-552.92,-559.16,-555.23
2354,-550.0,-552.65,-559.07,-557.14
2355,-550.81,-552.65,-558.35,-556.51
2356,-552.94,-553.01,-560.14,-557.5
2357,-552.31,-552.83,-560.77,-556.24
2358,-553.57,-553.37,-560.77,-556.6
2359,-554.9,-552.11,-561.94,-557.14
2360,-554.81,-552.09,-561.04,-557.41
2361,-554.18,-551.19,-561.22,-558.31
2362,-551.81,-550.2,-561.4,-558.67
2363,-552.35,-550.65,-561.94,-558.22
2364,-555.28,-547.98,-563.02,-558.58
2365,-554.65,-548.07,-562.39,-560.2
2366,-554.74,-548.52,-562.21,-559.21
2367,-553.84,-548.07,-562.48,-555.54
2368,-554.38,-548.34,-563.2,-554.91
2369,-554.65,-548.88,-562.57,-555.36
2370,-553.38,-548.34,-561.67,-555.63
2371,-552.93,-547.71,-562.48,-553.92
2372,-552.48,-546.45,-562.66,-553.65
2373,-553.2,-546.99,-562.39,-553.47
2374,-553.83,-546.81,-564.33,-553.56
2375,-553.83,-546.81,-565.05,-557.01
2376,-552.75,-547.35,-563.88,-556.2
2377,-553.2,-545.55,-564.78,-555.39
2378,-556.44,-544.38,-565.59,-555.12
2379,-558.15,-545.64,-565.41,-555.12
2380,-558.38,-549.1,-563.47,-554.04
2381,-558.2,-549.64,-564.01,-554.58
2382,-559.28,-549.64,-564.64,-554.76
2383,-558.74,-548.92,-565.0,-554.04
2384,-558.65,-552.26,-565.09,-553.41
2385,-557.93,-551.81,-564.19,-554.31
2386,-558.29,-551.81,-563.65,-553.77
2387,-558.74,-548.24,-563.38,-553.05
2388,-558.02,-547.25,-562.75,-553.05
2389,-558.56,-547.79,-560.61,-554.39
2390,-558.65,-546.98,-559.35,-554.21
2391,-558.29,-546.26,-558.9,-555.38
2392,-554.37,-546.71,-558.69,-554.84
2393,-554.46,-545.04,-559.05,-555.38
2394,-554.28,-545.4,-558.78,-554.9
2395,-554.28,-544.95,-559.68,-554.72
2396,-554.37,-548.89,-560.04,-550.22
2397,-555.27,-543.87,-560.22,-550.49
2398,-556.08,-543.6,-560.13,-550.04
2399,-561.81,-542.88,-560.04,-549.59
2400,-562.17,-542.43,-559.59,-551.35
2401,-560.19,-541.53,-558.6,-547.41
2402,-560.1,-541.8,-555.5,-547.23
2403,-558.93,-543.24,-555.86,-547.41
2404,-559.11,-543.06,-555.68,-547.95
2405,-559.02,-543.33,-556.22,-546.96
2406,-560.28,-546.7,-556.4,-548.31
2407,-559.11,-547.51,-558.02,-547.77
2408,-559.92,-543.9,-558.65,-546.24
2409,-557.61,-544.08,-557.57,-545.79
2410,-562.76,-543.63,-558.29,-544.35
2411,-562.13,-543.18,-558.6,-544.53
2412,-561.59,-544.53,-558.15,-542.19
2413,-561.05,-540.88,-558.78,-541.47
2414,-561.05,-539.8,-554.95,-540.03
2415,-560.69,-543.28,-554.63,-540.21
2416,-561.14,-541.13,-554.09,-540.84
2417,-559.79,-542.03,-555.8,-540.21
2418,-559.34,-540.95,-555.35,-540.57
2419,-560.33,-541.76,-550.72,-540.66
2420,-560.06,-541.67,-549.91,-538.08
2421,-560.06,-541.22,-548.74,-539.61
2422,-560.6,-541.58,-549.1,-537.7
2423,-558.75,-536.38,-550.18,-537.25
2424,-558.75,-536.2,-549.82,-537.61
2425,-558.03,-536.29,-549.73,-537.79
2426,-560.71,-536.11,-549.91,-538.6
2427,-561.16,-536.65,-549.28,-539.5
2428,-561.79,-537.55,-549.1,-538.87
2429,-561.61,-541.35,-550.27,-539.41
2430,-561.55,-540.99,-550.18,-540.85
2431,-561.1,-541.17,-550.99,-544.06
2432,-561.01,-541.08,-550.63,-544.33
2433,-560.29,-541.62,-550.72,-544.15
2434,-560.47,-540.45,-550.27,-544.78
2435,-561.64,-539.46,-549.64,-544.51
2436,-562.18,-539.37,-548.56,-544.51
2437,-562.09,-539.46,-547.75,-544.69
2438,-563.17,-539.19,-547.12,-545.06
2439,-564.34,-539.37,-545.28,-545.06
2440,-563.62,-539.1,-544.38,-550.57
2441,-564.97,-538.92,-546.03,-550.57
2442,-565.93,-538.65,-544.95,-549.31
2443,-564.76,-538.74,-545.85,-549.58
2444,-564.31,-538.92,-545.13,-549.31
2445,-563.86,-538.65,-548.64,-550.39
2446,-562.87,-538.56,-549.63,-550.93
2447,-561.7,-538.47,-553.33,-551.02
2448,-561.43,-539.37,-555.22,-549.76
2449,-565.5,-538.65,-553.96,-549.31
2450,-564.87,-538.83,-554.68,-549.13
2451,-564.51,-537.66,-552.88,-550.3
2452,-563.97,-539.1,-554.77,-550.3
2453,-564.24,-538.2,-554.5,-549.85
2454,-564.33,-539.19,-553.78,-550.12
2455,-563.7,-538.11,-553.96,-550.03
2456,-562.98,-538.83,-552.34,-549.04
2457,-563.7,-539.46,-550.11,-549.4
2458,-562.44,-538.83,-549.84,-549.67
2459,-562.08,-539.55,-549.03,-550.21
2460,-561.72,-539.48,-550.65,-549.85
2461,-562.26,-540.29,-548.73,-549.4
2462,-563.1,-541.19,-548.37,-550.03
2463,-562.47,-541.64,-549.0,-549.76
2464,-558.27,-544.58,-548.82,-546.32
2465,-559.17,-544.22,-548.82,-544.43
2466,-559.8,-544.13,-547.83,-545.6
2467,-561.06,-544.04,-547.65,-549.36
2468,-560.43,-538.41,-547.74,-549.63
2469,-558.9,-538.59,-547.38,-549.9
2470,-560.89,-539.22,-547.02,-548.73
2471,-560.17,-538.95,-546.03,-547.76
2472,-559.36,-540.57,-545.4,-548.03
2473,-559.27,-539.67,-545.94,-547.4
2474,-556.19,-539.13,-545.31,-547.58
2475,-555.74,-538.95,-544.41,-548.12
2476,-555.83,-538.77,-544.95,-548.12
2477,-555.74,-540.39,-543.33,-547.49
2478,-555.38,-540.84,-542.97,-544.59
2479,-553.85,-539.4,-542.7,-544.05
2480,-555.47,-538.23,-544.28,-544.5
2481,-555.02,-536.79,-544.46,-545.13
2482,-555.38,-536.7,-544.37,-545.04
2483,-554.84,-536.7,-543.83,-544.86
2484,-554.48,-536.79,-543.38,-544.95
2485,-553.85,-536.7,-543.47,-544.86
2486,-553.76,-536.43,-545.27,-545.31
2487,-553.85,-538.56,-543.92,-546.48
2488,-554.3,-539.64,-540.14,-547.65
2489,-552.86,-538.74,-541.65,-546.84
2490,-553.04,-539.82,-541.43,-545.75
2491,-553.22,-539.55,-541.7,-546.92
2492,-557.14,-540.18,-542.54,-547.1
2493,-557.14,-541.85,-541.37,-546.29
2494,-556.6,-540.77,-540.74,-547.22
2495,-555.79,-540.68,-540.16,-547.76
2496,-551.2,-541.31,-539.62,-552.08
2497,-550.84,-546.69,-541.24,-552.62
2498,-550.75,-546.51,-537.99,-552.62
2499,-549.22,-548.22,-538.44,-553.7
2500,-549.04,-548.76,-534.78,-553.25
2501,-550.03,-549.3,-533.97,-557.82
2502,-548.95,-549.75,-537.07,-557.73
2503,-549.76,-547.8,-536.62,-557.37
2504,-549.76,-547.17,-536.44,-556.56
2505,-548.32,-547.89,-536.44,-553.69
2506,-547.96,-546.72,-535.72,-553.33
2507,-547.78,-547.35,-535.54,-552.97
2508,-544.61,-551.05,-535.45,-553.06
2509,-547.37,-551.05,-535.54,-553.06
2510,-546.92,-551.05,-535.63,-553.42
2511,-548.0,-552.22,-536.35,-550.17
2512,-548.36,-550.96,-536.53,-550.8
2513,-548.0,-553.62,-537.16,-551.43
2514,-547.55,-553.89,-541.53,-551.34
2515,-548.27,-554.79,-542.93,-550.98
2516,-547.64,-556.31,-542.93,-549.72
2517,-547.64,-554.09,-540.95,-550.17
2518,-547.37,-555.17,-541.58,-550.08
2519,-547.19,-554.81,-545.85,-549.9
2520,-547.82,-553.55,-546.93,-552.21
2521,-547.82,-553.37,-548.55,-550.68
2522,-547.46,-552.92,-548.1,-551.6
2523,-548.59,-557.22,-546.12,-551.33
2524,-548.5,-557.67,-544.32,-551.6
2525,-548.23,-557.49,-543.33,-551.96
2526,-550.54,-557.49,-541.98,-551.51
2527,-550.18,-557.49,-541.26,-550.97
2528,-549.64,-555.78,-540.54,-551.51
2529,-548.65,-556.59,-539.4,-550.79
2530,-549.1,-557.04,-538.95,-549.21
2531,-549.46,-556.5,-538.05,-549.75
2532,-549.19,-556.05,-538.41,-550.47
2533,-549.46,-556.5,-537.6,-550.29
2534,-549.28,-556.95,-538.95,-548.58
2535,-548.56,-557.04,-538.86,-548.04
2536,-548.29,-553.32,-539.31,-549.48
2537,-548.56,-555.21,-539.31,-548.4
2538,-546.42,-554.58,-538.86,-547.74
2539,-545.25,-554.58,-537.14,-545.13
2540,-544.98,-554.58,-537.5,-543.96
2541,-546.15,-555.21,-537.23,-543.87
2542,-546.51,-555.21,-538.31,-540.99
2543,-547.14,-554.49,-537.41,-540.36
2544,-546.87,-554.94,-537.41,-540.99
2545,-546.6,-556.29,-537.68,-540.0
2546,-547.68,-555.66,-536.78,-537.75
2547,-548.67,-556.2,-537.32,-537.21
2548,-548.58,-556.29,-535.88,-537.48
2549,-547.95,-556.38,-535.88,-536.94
2550,-548.76,-556.74,-536.15,-537.3
2551,-548.76,-557.55,-537.23,-536.85
2552,-547.5,-556.2,-536.06,-536.31
2553,-546.6,-555.75,-536.51,-537.48
2554,-546.69,-551.48,-537.5,-536.94
2555,-546.15,-551.93,-536.87,-538.65
2556,-546.78,-552.11,-537.05,-538.02
2557,-546.42,-552.38,-538.65,-538.11
2558,-545.88,-551.57,-538.11,-537.57
2559,-545.52,-551.3,-539.73,-537.12
2560,-545.97,-550.85,-538.56,-538.38
2561,-545.52,-551.48,-540.93,-537.57
2562,-546.24,-550.67,-540.75,-535.68
2563,-546.69,-549.68,-540.12,-536.58
2564,-551.07,-548.96,-539.58,-539.66
2565,-549.27,-547.52,-539.31,-541.28
2566,-547.92,-548.06,-538.8,-539.66
2567,-547.38,-548.6,-537.63,-538.76
2568,-546.57,-553.06,-537.45,-538.31
2569,-544.63,-553.15,-537.63,-537.68
2570,-544.45,-553.6,-537.18,-538.13
2571,-545.44,-553.42,-538.17,-540.09
2572,-545.89,-551.89,-533.26,-539.73
2573,-544.99,-552.52,-533.62,-540.45
2574,-547.44,-552.52,-533.35,-540.09
2575,-547.53,-552.88,-532.45,-539.55
2576,-547.26,-553.51,-532.63,-540.36
2577,-546.36,-552.61,-532.54,-540.9
2578,-546.63,-553.15,-532.54,-543.53
2579,-547.35,-550.48,-533.17,-542.63
2580,-546.63,-551.38,-533.89,-541.46
2581,-547.98,-551.47,-533.62,-541.55
2582,-546.72,-552.1,-533.89,-542.54
2583,-547.35,-551.65,-534.34,-541.46
2584,-546.9,-550.57,-533.98,-542.09
2585,-546.63,-550.75,-533.26,-541.01
2586,-546.54,-550.3,-532.81,-540.56
2587,-544.41,-550.48,-530.19,-540.02
2588,-543.69,-550.03,-533.97,-537.5
2589,-544.05,-550.03,-534.42,-537.32
2590,-543.6,-549.94,-534.82,-538.5
2591,-543.24,-550.12,-529.82,-538.05
2592,-542.43,-549.49,-529.46,-538.5
2593,-540.99,-549.85,-529.64,-538.86
2594,-542.07,-550.48,-531.08,-539.13
2595,-542.7,-549.22,-530.4,-538.77
2596,-546.21,-549.4,-530.76,-538.32
2597,-547.11,-548.86,-529.32,-537.96
2598,-547.65,-549.85,-532.12,-537.69
2599,-548.01,-547.6,-530.95,-536.88
2600,-548.1,-547.69,-532.23,-537.78
2601,-547.92,-547.24,-533.31,-537.69
2602,-548.82,-547.24,-533.85,-538.23
2603,-547.65,-547.39,-535.2,-537.78
2604,-547.56,-547.84,-535.2,-537.87
2605,-547.39,-547.39,-532.6,-541.03
2606,-547.12,-548.38,-533.32,-540.22
2607,-546.76,-548.02,-531.38,-540.49
2608,-548.76,-548.74,-531.11,-540.31
2609,-548.49,-548.02,-532.1,-540.22
2610,-548.22,-548.11,-531.38,-539.41
2611,-547.77,-547.84,-530.84,-541.94
2612,-547.77,-548.47,-531.2,-542.21
2613,-548.31,-548.92,-530.57,-542.66
2614,-549.03,-547.84,-529.76,-541.94
2615,-549.03,-547.66,-527.23,-541.67
2616,-549.03,-548.38,-528.22,-541.94
2617,-548.76,-549.34,-527.59,-541.22
2618,-547.42,-549.43,-526.69,-542.3
2619,-547.51,-549.43,-527.05,-541.49
2620,-545.35,-550.33,-526.87,-541.4
2621,-546.34,-550.33,-526.24,-542.3
2622,-545.98,-550.42,-526.51,-542.48
2623,-545.53,-550.78,-527.05,-542.66
2624,-545.26,-550.15,-528.67,-542.75
